#
#                              ======================
#                              | THE SUSYHIT OUTPUT |
#                              ======================
#
#
#              ------------------------------------------------------
#              |     This is the output of the SUSY-HIT package     |
#              |  created by A.Djouadi, M.Muehlleitner and M.Spira. |
#              |  In case of problems with SUSY-HIT email to        |
#              |           margarete.muehlleitner@kit.edu           |
#              |           michael.spira@psi.ch                     |
#              |           abdelhak.djouadi@cern.ch                 |
#              ------------------------------------------------------
#
#              ------------------------------------------------------
#              |  SUSY Les Houches Accord - MSSM Spectrum + Decays  |
#              |              based on the decay programs           |
#              |                                                    |
#              |                     SDECAY 1.5a                    |
#              |                                                    |
#              |  Authors: M.Muhlleitner, A.Djouadi and Y.Mambrini  |
#              |  Ref.:    Comput.Phys.Commun.168(2005)46           |
#              |           [hep-ph/0311167]                         |
#              |                                                    |
#              |                     HDECAY 3.4                     |
#              |                                                    |
#              |  By: A.Djouadi,J.Kalinowski,M.Muhlleitner,M.Spira  |
#              |  Ref.:    Comput.Phys.Commun.108(1998)56           |
#              |           [hep-ph/9704448]                         |
#              |                                                    |
#              |                                                    |
#              |  If not stated otherwise all DRbar couplings and   |
#              |  soft SUSY breaking masses are given at the scale  |
#              |  Q=  0.30007977E+04
#              |                                                    |
#              ------------------------------------------------------
#
#
BLOCK DCINFO  # Decay Program information
     1   SDECAY/HDECAY # decay calculator
   1000022     2.71301433E+02   # ~chi_10
   1000023    -2.99066263E+02   # ~chi_20
   1000025    -1.33136991E+03   # ~chi_30
   1000035     1.33225008E+03   # ~chi_40
   1000024     2.71302393E+02   # ~chi_1+
   1000037     1.33343668E+03   # ~chi_2+
#
BLOCK NMIX  # Neutralino Mixing Matrix
  1  1     1.15818156E-03   # N_11
  1  2     9.98029374E-01   # N_12
  1  3    -6.12248168E-02   # N_13
  1  4     1.36948675E-02   # N_14
  2  1     9.99367437E-01   # N_21
  2  2     8.78293096E-04   # N_22
  2  3     3.48236318E-02   # N_23
  2  4     7.16029279E-03   # N_24
  3  1     2.96846846E-02   # N_31
  3  2    -3.36190763E-02   # N_32
  3  3    -7.05641169E-01   # N_33
  3  4    -7.07148582E-01   # N_34
  4  1     1.95500560E-02   # N_41
  4  2    -5.29750444E-02   # N_42
  4  3    -7.05059839E-01   # N_43
  4  4     7.06896077E-01   # N_44
#
BLOCK UMIX  # Chargino Mixing Matrix U
  1  1    -9.96252791E-01   # U_11
  1  2     8.64891734E-02   # U_12
  2  1     8.64891734E-02   # U_21
  2  2     9.96252791E-01   # U_22
#
BLOCK VMIX  # Chargino Mixing Matrix V
  1  1    -9.99812731E-01   # V_11
  1  2     1.93520997E-02   # V_12
  2  1     1.93520997E-02   # V_21
  2  2     9.99812731E-01   # V_22
#
BLOCK STOPMIX  # Stop Mixing Matrix
  1  1    -5.95046368E-01   # cos(theta_t)
  1  2     8.03691371E-01   # sin(theta_t)
  2  1    -8.03691371E-01   # -sin(theta_t)
  2  2    -5.95046368E-01   # cos(theta_t)
#
BLOCK SBOTMIX  # Sbottom Mixing Matrix
  1  1     7.03402129E-01   # cos(theta_b)
  1  2     7.10792125E-01   # sin(theta_b)
  2  1    -7.10792125E-01   # -sin(theta_b)
  2  2     7.03402129E-01   # cos(theta_b)
#
BLOCK STAUMIX  # Stau Mixing Matrix
  1  1     7.06961605E-01   # cos(theta_tau)
  1  2     7.07251928E-01   # sin(theta_tau)
  2  1    -7.07251928E-01   # -sin(theta_tau)
  2  2     7.06961605E-01   # cos(theta_tau)
#
BLOCK ALPHA  # Higgs mixing
          -2.13593588E-02   # Mixing angle in the neutral Higgs boson sector
#
BLOCK HMIX Q=  3.00079771E+03  # DRbar Higgs Parameters
         1     1.32106600E+03   # mu(Q)               
         2     4.89708637E+01   # tanbeta(Q)          
         3     2.42127754E+02   # vev(Q)              
         4     1.04360195E+06   # MA^2(Q)             
#
BLOCK GAUGE Q=  3.00079771E+03  # The gauge couplings
     1     3.65374232E-01   # gprime(Q) DRbar
     2     6.43078619E-01   # g(Q) DRbar
     3     1.00841251E+00   # g3(Q) DRbar
#
BLOCK AU Q=  3.00079771E+03  # The trilinear couplings
  1  1    -6.77437438E+02   # A_u(Q) DRbar
  2  2    -6.77437438E+02   # A_c(Q) DRbar
  3  3     3.50000000E+03   # A_t(Q) DRbar
#
BLOCK AD Q=  3.00079771E+03  # The trilinear couplings
  1  1    -8.59633345E+02   # A_d(Q) DRbar
  2  2    -8.59633345E+02   # A_s(Q) DRbar
  3  3    -1.00000000E+02   # A_b(Q) DRbar
#
BLOCK AE Q=  3.00079771E+03  # The trilinear couplings
  1  1    -2.53493493E+02   # A_e(Q) DRbar
  2  2    -2.53493493E+02   # A_mu(Q) DRbar
  3  3    -2.50000000E+02   # A_tau(Q) DRbar
#
BLOCK Yu Q=  3.00079771E+03  # The Yukawa couplings
  1  1     0.00000000E+00   # y_u(Q) DRbar
  2  2     0.00000000E+00   # y_c(Q) DRbar
  3  3     8.37023695E-01   # y_t(Q) DRbar
#
BLOCK Yd Q=  3.00079771E+03  # The Yukawa couplings
  1  1     0.00000000E+00   # y_d(Q) DRbar
  2  2     0.00000000E+00   # y_s(Q) DRbar
  3  3     5.70781369E-01   # y_b(Q) DRbar
#
BLOCK Ye Q=  3.00079771E+03  # The Yukawa couplings
  1  1     0.00000000E+00   # y_e(Q) DRbar
  2  2     0.00000000E+00   # y_mu(Q) DRbar
  3  3     5.12790997E-01   # y_tau(Q) DRbar
#
BLOCK MSOFT Q=  3.00079771E+03  # The soft SUSY breaking masses at the scale Q
         1    -3.06250000E+02   # M_1                 
         2     2.56250000E+02   # M_2                 
         3     2.50000000E+03   # M_3                 
        14    -6.77437438E+02   # A_u                 
        15    -8.59633345E+02   # A_d                 
        16    -2.53493493E+02   # A_e                 
        21    -5.79808639E+05   # M^2_Hd              
        22    -1.55738236E+06   # M^2_Hu              
        31     4.00000000E+02   # M_eL                
        32     4.00000000E+02   # M_muL               
        33     2.50000000E+03   # M_tauL              
        34     4.00000000E+02   # M_eR                
        35     4.00000000E+02   # M_muR               
        36     2.50000000E+03   # M_tauR              
        41     3.00000000E+03   # M_q1L               
        42     3.00000000E+03   # M_q2L               
        43     3.00000000E+03   # M_q3L               
        44     3.00000000E+03   # M_uR                
        45     3.00000000E+03   # M_cR                
        46     3.00000000E+03   # M_tR                
        47     3.00000000E+03   # M_dR                
        48     3.00000000E+03   # M_sR                
        49     3.00000000E+03   # M_bR                
#
#
#
#                             =================
#                             |The decay table|
#                             =================
#
# - The QCD corrections to the decays gluino -> squark  + quark
#                                     squark -> gaugino + quark_prime
#                                     squark -> squark_prime + Higgs
#                                     squark -> gluino  + quark
#   are included.
#
# - The multi-body decays for the inos, stops and sbottoms are included.
#
# - The loop induced decays for the gluino, neutralinos and stops
#   are included.
#
# - The SUSY decays of the top quark are included.
#
#
#         PDG            Width
DECAY         6     1.42942357E+00   # top decays
#          BR         NDA      ID1       ID2
     1.00000000E+00    2           5        24   # BR(t ->  b    W+)
#
#         PDG            Width
DECAY   1000021     2.90662900E-01   # gluino decays
#          BR         NDA      ID1       ID2
     1.15589836E-09    2     1000022        21   # BR(~g -> ~chi_10 g)
     1.88991765E-06    2     1000023        21   # BR(~g -> ~chi_20 g)
     1.05994688E-03    2     1000025        21   # BR(~g -> ~chi_30 g)
     8.46997943E-04    2     1000035        21   # BR(~g -> ~chi_40 g)
#           BR         NDA      ID1       ID2       ID3
     3.60971027E-02    3     1000022         1        -1   # BR(~g -> ~chi_10 d  db)
     5.02868699E-03    3     1000023         1        -1   # BR(~g -> ~chi_20 d  db)
     1.00363970E-05    3     1000025         1        -1   # BR(~g -> ~chi_30 d  db)
     4.16112372E-05    3     1000035         1        -1   # BR(~g -> ~chi_40 d  db)
     3.62123398E-02    3     1000022         2        -2   # BR(~g -> ~chi_10 u  ub)
     1.71565427E-02    3     1000023         2        -2   # BR(~g -> ~chi_20 u  ub)
     7.78797143E-06    3     1000025         2        -2   # BR(~g -> ~chi_30 u  ub)
     3.38022420E-05    3     1000035         2        -2   # BR(~g -> ~chi_40 u  ub)
     3.60971027E-02    3     1000022         3        -3   # BR(~g -> ~chi_10 s  sb)
     5.02868699E-03    3     1000023         3        -3   # BR(~g -> ~chi_20 s  sb)
     1.00363970E-05    3     1000025         3        -3   # BR(~g -> ~chi_30 s  sb)
     4.16112372E-05    3     1000035         3        -3   # BR(~g -> ~chi_40 s  sb)
     3.62123398E-02    3     1000022         4        -4   # BR(~g -> ~chi_10 c  cb)
     1.71565427E-02    3     1000023         4        -4   # BR(~g -> ~chi_20 c  cb)
     7.78797143E-06    3     1000025         4        -4   # BR(~g -> ~chi_30 c  cb)
     3.38022420E-05    3     1000035         4        -4   # BR(~g -> ~chi_40 c  cb)
     3.69384633E-02    3     1000022         5        -5   # BR(~g -> ~chi_10 b  bb)
     5.28614082E-03    3     1000023         5        -5   # BR(~g -> ~chi_20 b  bb)
     2.13570161E-02    3     1000025         5        -5   # BR(~g -> ~chi_30 b  bb)
     2.12946760E-02    3     1000035         5        -5   # BR(~g -> ~chi_40 b  bb)
     3.57187310E-02    3     1000022         6        -6   # BR(~g -> ~chi_10 t  tb)
     1.96184645E-02    3     1000023         6        -6   # BR(~g -> ~chi_20 t  tb)
     4.37062148E-02    3     1000025         6        -6   # BR(~g -> ~chi_30 t  tb)
     5.08548175E-02    3     1000035         6        -6   # BR(~g -> ~chi_40 t  tb)
     7.23103249E-02    3     1000024         1        -2   # BR(~g -> ~chi_1+ d  ub)
     7.23103249E-02    3    -1000024         2        -1   # BR(~g -> ~chi_1- u  db)
     8.46962468E-05    3     1000037         1        -2   # BR(~g -> ~chi_2+ d  ub)
     8.46962468E-05    3    -1000037         2        -1   # BR(~g -> ~chi_2- u  db)
     7.23103249E-02    3     1000024         3        -4   # BR(~g -> ~chi_1+ s  cb)
     7.23103249E-02    3    -1000024         4        -3   # BR(~g -> ~chi_1- c  sb)
     8.46962468E-05    3     1000037         3        -4   # BR(~g -> ~chi_2+ s  cb)
     8.46962468E-05    3    -1000037         4        -3   # BR(~g -> ~chi_2- c  sb)
     7.28152950E-02    3     1000024         5        -6   # BR(~g -> ~chi_1+ b  tb)
     7.28152950E-02    3    -1000024         6        -5   # BR(~g -> ~chi_1- t  bb)
     6.94650727E-02    3     1000037         5        -6   # BR(~g -> ~chi_2+ b  tb)
     6.94650727E-02    3    -1000037         6        -5   # BR(~g -> ~chi_2- t  bb)
#
#         PDG            Width
DECAY   1000006     6.26106895E+01   # stop1 decays
#          BR         NDA      ID1       ID2
     5.73532426E-02    2     1000022         6   # BR(~t_1 -> ~chi_10 t )
     7.16486688E-02    2     1000023         6   # BR(~t_1 -> ~chi_20 t )
     1.82497912E-01    2     1000025         6   # BR(~t_1 -> ~chi_30 t )
     2.21723088E-01    2     1000035         6   # BR(~t_1 -> ~chi_40 t )
     1.16407673E-01    2     1000024         5   # BR(~t_1 -> ~chi_1+ b )
     3.35751747E-01    2     1000037         5   # BR(~t_1 -> ~chi_2+ b )
     1.46176675E-02    2     1000021         6   # BR(~t_1 -> ~g      t )
#
#         PDG            Width
DECAY   2000006     8.92403778E+01   # stop2 decays
#          BR         NDA      ID1       ID2
     9.12107953E-02    2     1000022         6   # BR(~t_2 -> ~chi_10 t )
     2.80434069E-02    2     1000023         6   # BR(~t_2 -> ~chi_20 t )
     1.70797461E-01    2     1000025         6   # BR(~t_2 -> ~chi_30 t )
     1.42182670E-01    2     1000035         6   # BR(~t_2 -> ~chi_40 t )
     1.84892132E-01    2     1000024         5   # BR(~t_2 -> ~chi_1+ b )
     1.98806186E-01    2     1000037         5   # BR(~t_2 -> ~chi_2+ b )
     1.65394643E-01    2     1000021         6   # BR(~t_2 -> ~g      t )
     1.39835940E-03    2     1000006        25   # BR(~t_2 -> ~t_1    h )
     1.72743469E-02    2     1000006        23   # BR(~t_2 -> ~t_1    Z )
#
#         PDG            Width
DECAY   1000005     6.01663939E+01   # sbottom1 decays
#          BR         NDA      ID1       ID2
     1.12957906E-01    2     1000022         5   # BR(~b_1 -> ~chi_10 b )
     2.27582911E-02    2     1000023         5   # BR(~b_1 -> ~chi_20 b )
     9.88648472E-02    2     1000025         5   # BR(~b_1 -> ~chi_30 b )
     9.68623032E-02    2     1000035         5   # BR(~b_1 -> ~chi_40 b )
     2.23006648E-01    2    -1000024         6   # BR(~b_1 -> ~chi_1- t )
     2.91593461E-01    2    -1000037         6   # BR(~b_1 -> ~chi_2- t )
     1.48984409E-01    2     1000021         5   # BR(~b_1 -> ~g      b )
     4.97213405E-03    2     1000006       -24   # BR(~b_1 -> ~t_1    W-)
#
#         PDG            Width
DECAY   2000005     6.56997030E+01   # sbottom2 decays
#          BR         NDA      ID1       ID2
     7.85961827E-02    2     1000022         5   # BR(~b_2 -> ~chi_10 b )
     1.18639335E-02    2     1000023         5   # BR(~b_2 -> ~chi_20 b )
     1.03733194E-01    2     1000025         5   # BR(~b_2 -> ~chi_30 b )
     1.05396415E-01    2     1000035         5   # BR(~b_2 -> ~chi_40 b )
     1.54864805E-01    2    -1000024         6   # BR(~b_2 -> ~chi_1- t )
     3.45269613E-01    2    -1000037         6   # BR(~b_2 -> ~chi_2- t )
     1.64803930E-01    2     1000021         5   # BR(~b_2 -> ~g      b )
     3.54719267E-02    2     1000006       -24   # BR(~b_2 -> ~t_1    W-)
#
#         PDG            Width
DECAY   1000002     4.58901941E+01   # sup_L decays
#          BR         NDA      ID1       ID2
     2.57937836E-01    2     1000022         2   # BR(~u_L -> ~chi_10 u)
     9.32901029E-03    2     1000023         2   # BR(~u_L -> ~chi_20 u)
     1.37179218E-04    2     1000025         2   # BR(~u_L -> ~chi_30 u)
     4.24628096E-04    2     1000035         2   # BR(~u_L -> ~chi_40 u)
     5.17493385E-01    2     1000024         1   # BR(~u_L -> ~chi_1+ d)
     1.30898126E-04    2     1000037         1   # BR(~u_L -> ~chi_2+ d)
     2.14547063E-01    2     1000021         2   # BR(~u_L -> ~g      u)
#
#         PDG            Width
DECAY   2000002     1.66502129E+01   # sup_R decays
#          BR         NDA      ID1       ID2
     5.49222793E-07    2     1000022         2   # BR(~u_R -> ~chi_10 u)
     4.07630812E-01    2     1000023         2   # BR(~u_R -> ~chi_20 u)
     2.43955902E-04    2     1000025         2   # BR(~u_R -> ~chi_30 u)
     1.05750265E-04    2     1000035         2   # BR(~u_R -> ~chi_40 u)
     5.92018933E-01    2     1000021         2   # BR(~u_R -> ~g      u)
#
#         PDG            Width
DECAY   1000001     4.58915454E+01   # sdown_L decays
#          BR         NDA      ID1       ID2
     2.57786990E-01    2     1000022         1   # BR(~d_L -> ~chi_10 d)
     9.16015595E-03    2     1000023         1   # BR(~d_L -> ~chi_20 d)
     2.69643574E-04    2     1000025         1   # BR(~d_L -> ~chi_30 d)
     5.62175416E-04    2     1000035         1   # BR(~d_L -> ~chi_40 d)
     5.13965917E-01    2    -1000024         2   # BR(~d_L -> ~chi_1- u)
     2.61607692E-03    2    -1000037         2   # BR(~d_L -> ~chi_2- u)
     2.15639041E-01    2     1000021         1   # BR(~d_L -> ~g      d)
#
#         PDG            Width
DECAY   2000001     1.15719309E+01   # sdown_R decays
#          BR         NDA      ID1       ID2
     1.97582233E-07    2     1000022         1   # BR(~d_R -> ~chi_10 d)
     1.46644791E-01    2     1000023         1   # BR(~d_R -> ~chi_20 d)
     8.77707705E-05    2     1000025         1   # BR(~d_R -> ~chi_30 d)
     3.80469730E-05    2     1000035         1   # BR(~d_R -> ~chi_40 d)
     8.53229194E-01    2     1000021         1   # BR(~d_R -> ~g      d)
#
#         PDG            Width
DECAY   1000004     4.58901941E+01   # scharm_L decays
#          BR         NDA      ID1       ID2
     2.57937836E-01    2     1000022         4   # BR(~c_L -> ~chi_10 c)
     9.32901029E-03    2     1000023         4   # BR(~c_L -> ~chi_20 c)
     1.37179218E-04    2     1000025         4   # BR(~c_L -> ~chi_30 c)
     4.24628096E-04    2     1000035         4   # BR(~c_L -> ~chi_40 c)
     5.17493385E-01    2     1000024         3   # BR(~c_L -> ~chi_1+ s)
     1.30898126E-04    2     1000037         3   # BR(~c_L -> ~chi_2+ s)
     2.14547063E-01    2     1000021         4   # BR(~c_L -> ~g      c)
#
#         PDG            Width
DECAY   2000004     1.66502129E+01   # scharm_R decays
#          BR         NDA      ID1       ID2
     5.49222793E-07    2     1000022         4   # BR(~c_R -> ~chi_10 c)
     4.07630812E-01    2     1000023         4   # BR(~c_R -> ~chi_20 c)
     2.43955902E-04    2     1000025         4   # BR(~c_R -> ~chi_30 c)
     1.05750265E-04    2     1000035         4   # BR(~c_R -> ~chi_40 c)
     5.92018933E-01    2     1000021         4   # BR(~c_R -> ~g      c)
#
#         PDG            Width
DECAY   1000003     4.58915454E+01   # sstrange_L decays
#          BR         NDA      ID1       ID2
     2.57786990E-01    2     1000022         3   # BR(~s_L -> ~chi_10 s)
     9.16015595E-03    2     1000023         3   # BR(~s_L -> ~chi_20 s)
     2.69643574E-04    2     1000025         3   # BR(~s_L -> ~chi_30 s)
     5.62175416E-04    2     1000035         3   # BR(~s_L -> ~chi_40 s)
     5.13965917E-01    2    -1000024         4   # BR(~s_L -> ~chi_1- c)
     2.61607692E-03    2    -1000037         4   # BR(~s_L -> ~chi_2- c)
     2.15639041E-01    2     1000021         3   # BR(~s_L -> ~g      s)
#
#         PDG            Width
DECAY   2000003     1.15719309E+01   # sstrange_R decays
#          BR         NDA      ID1       ID2
     1.97582233E-07    2     1000022         3   # BR(~s_R -> ~chi_10 s)
     1.46644791E-01    2     1000023         3   # BR(~s_R -> ~chi_20 s)
     8.77707705E-05    2     1000025         3   # BR(~s_R -> ~chi_30 s)
     3.80469730E-05    2     1000035         3   # BR(~s_R -> ~chi_40 s)
     8.53229194E-01    2     1000021         3   # BR(~s_R -> ~g      s)
#
#         PDG            Width
DECAY   1000011     1.57872652E+00   # selectron_L decays
#          BR         NDA      ID1       ID2
     3.11645931E-01    2     1000022        11   # BR(~e_L -> ~chi_10 e-)
     6.81047545E-02    2     1000023        11   # BR(~e_L -> ~chi_20 e-)
     6.20249314E-01    2    -1000024        12   # BR(~e_L -> ~chi_1- nu_e)
#
#         PDG            Width
DECAY   2000011     4.27999095E-01   # selectron_R decays
#          BR         NDA      ID1       ID2
     1.99375820E-06    2     1000022        11   # BR(~e_R -> ~chi_10 e-)
     9.99998006E-01    2     1000023        11   # BR(~e_R -> ~chi_20 e-)
#
#         PDG            Width
DECAY   1000013     1.57872652E+00   # smuon_L decays
#          BR         NDA      ID1       ID2
     3.11645931E-01    2     1000022        13   # BR(~mu_L -> ~chi_10 mu-)
     6.81047545E-02    2     1000023        13   # BR(~mu_L -> ~chi_20 mu-)
     6.20249314E-01    2    -1000024        14   # BR(~mu_L -> ~chi_1- nu_mu)
#
#         PDG            Width
DECAY   2000013     4.27999095E-01   # smuon_R decays
#          BR         NDA      ID1       ID2
     1.99375820E-06    2     1000022        13   # BR(~mu_R -> ~chi_10 mu-)
     9.99998006E-01    2     1000023        13   # BR(~mu_R -> ~chi_20 mu-)
#
#         PDG            Width
DECAY   1000015     3.38230232E+01   # stau_1 decays
#          BR         NDA      ID1       ID2
     1.68241834E-01    2     1000022        15   # BR(~tau_1 -> ~chi_10  tau-)
     2.42927176E-01    2     1000023        15   # BR(~tau_1 -> ~chi_20  tau-)
     9.05493233E-02    2     1000025        15   # BR(~tau_1 -> ~chi_30  tau-)
     8.85218883E-02    2     1000035        15   # BR(~tau_1 -> ~chi_40  tau-)
     3.33567945E-01    2    -1000024        16   # BR(~tau_1 -> ~chi_1-  nu_tau)
     7.61918335E-02    2    -1000037        16   # BR(~tau_1 -> ~chi_2-  nu_tau)
#
#         PDG            Width
DECAY   2000015     3.25881316E+01   # stau_2 decays
#          BR         NDA      ID1       ID2
     1.35321078E-01    2     1000022        15   # BR(~tau_2 -> ~chi_10  tau-)
     2.43306773E-01    2     1000023        15   # BR(~tau_2 -> ~chi_20  tau-)
     1.11719865E-01    2     1000025        15   # BR(~tau_2 -> ~chi_30  tau-)
     1.13519974E-01    2     1000035        15   # BR(~tau_2 -> ~chi_40  tau-)
     2.67743753E-01    2    -1000024        16   # BR(~tau_2 -> ~chi_1-  nu_tau)
     1.28388557E-01    2    -1000037        16   # BR(~tau_2 -> ~chi_2-  nu_tau)
#
#         PDG            Width
DECAY   1000012     1.45200027E+00   # snu_eL decays
#          BR         NDA      ID1       ID2
     3.10500154E-01    2     1000022        12   # BR(~nu_eL -> ~chi_10 nu_e)
     6.54635023E-02    2     1000023        12   # BR(~nu_eL -> ~chi_20 nu_e)
     6.24036343E-01    2     1000024        11   # BR(~nu_eL -> ~chi_1+ e-)
#
#         PDG            Width
DECAY   1000014     1.45200027E+00   # snu_muL decays
#          BR         NDA      ID1       ID2
     3.10500154E-01    2     1000022        14   # BR(~nu_muL -> ~chi_10 nu_mu)
     6.54635023E-02    2     1000023        14   # BR(~nu_muL -> ~chi_20 nu_mu)
     6.24036343E-01    2     1000024        13   # BR(~nu_muL -> ~chi_1+ mu-)
#
#         PDG            Width
DECAY   1000016     4.00443692E+01   # snu_tauL decays
#          BR         NDA      ID1       ID2
     2.49404871E-01    2     1000022        16   # BR(~nu_tauL -> ~chi_10 nu_tau)
     8.01702608E-02    2     1000023        16   # BR(~nu_tauL -> ~chi_20 nu_tau)
     3.35653760E-04    2     1000025        16   # BR(~nu_tauL -> ~chi_30 nu_tau)
     5.40250837E-04    2     1000035        16   # BR(~nu_tauL -> ~chi_40 nu_tau)
     5.03628372E-01    2     1000024        15   # BR(~nu_tauL -> ~chi_1+ tau-)
     1.65920592E-01    2     1000037        15   # BR(~nu_tauL -> ~chi_2+ tau-)
#
#         PDG            Width
DECAY   1000024     1.80993463E-27   # chargino1+ decays
#           BR         NDA      ID1       ID2       ID3
     7.35909610E-01    3     1000022         2        -1   # BR(~chi_1+ -> ~chi_10 u    db)
     2.64090390E-01    3     1000022       -11        12   # BR(~chi_1+ -> ~chi_10 e+   nu_e)
#
#         PDG            Width
DECAY   1000037     9.85784593E+00   # chargino2+ decays
#          BR         NDA      ID1       ID2
     1.73427674E-04    2     1000012       -11   # BR(~chi_2+ -> ~nu_eL   e+  )
     1.73427674E-04    2     1000014       -13   # BR(~chi_2+ -> ~nu_muL  mu+ )
     3.43824520E-03    2    -1000011        12   # BR(~chi_2+ -> ~e_L+    nu_e)
     3.43824520E-03    2    -1000013        14   # BR(~chi_2+ -> ~mu_L+   nu_mu)
     2.69585545E-01    2     1000024        23   # BR(~chi_2+ -> ~chi_1+  Z )
     2.62543416E-01    2     1000022        24   # BR(~chi_2+ -> ~chi_10  W+)
     8.22640856E-02    2     1000023        24   # BR(~chi_2+ -> ~chi_20  W+)
     2.74656483E-01    2     1000024        25   # BR(~chi_2+ -> ~chi_1+  h )
     3.21034656E-02    2     1000024        35   # BR(~chi_2+ -> ~chi_1+  H )
     3.23388040E-02    2     1000024        36   # BR(~chi_2+ -> ~chi_1+  A )
     3.13043856E-02    2     1000022        37   # BR(~chi_2+ -> ~chi_10  H+)
     7.98046835E-03    2     1000023        37   # BR(~chi_2+ -> ~chi_20  H+)
#
#         PDG            Width
DECAY   1000022     0.00000000E+00   # neutralino1 decays
#
#         PDG            Width
DECAY   1000023     2.74434382E-08   # neutralino2 decays
#          BR         NDA      ID1       ID2
